Timestamp,Emotion
2024-12-18 19:31:39,Neutral
2024-12-18 19:31:39,Neutral
2024-12-18 19:31:40,Neutral
2024-12-18 19:31:40,Neutral
2024-12-18 19:31:40,Neutral
2024-12-18 19:31:41,Neutral
2024-12-18 19:31:41,Angry
2024-12-18 19:31:41,Happy
2024-12-18 19:31:42,Happy
2024-12-18 19:31:42,Neutral
2024-12-18 19:31:42,Happy
2024-12-18 19:31:42,Happy
2024-12-18 19:31:43,Happy
2024-12-18 19:31:43,Happy
2024-12-18 19:31:43,Happy
2024-12-18 19:31:44,Happy
2024-12-18 19:31:44,Happy
2024-12-18 19:31:44,Happy
2024-12-18 19:31:44,Happy
2024-12-18 19:31:45,Happy
2024-12-18 19:31:45,Neutral
2024-12-18 19:31:45,Neutral
2024-12-18 19:31:46,Neutral
2024-12-18 19:31:46,Neutral
2024-12-18 19:31:46,Neutral
2024-12-18 19:31:46,Happy
2024-12-18 19:31:47,Neutral
2024-12-18 19:31:47,Neutral
2024-12-18 19:31:47,Neutral
2024-12-18 19:31:48,Neutral
2024-12-18 19:31:48,Happy
2024-12-18 19:31:48,Neutral
2024-12-18 19:31:48,Happy
2024-12-18 19:31:49,Neutral
2024-12-18 19:31:49,Neutral
2024-12-18 19:31:49,Neutral
2024-12-18 19:31:50,Neutral
2024-12-18 19:31:50,Happy
2024-12-18 19:31:51,Neutral
2024-12-18 19:31:52,Neutral
2024-12-18 19:31:52,Neutral
2024-12-18 19:31:52,Neutral
2024-12-18 19:31:53,Neutral
2024-12-18 19:31:53,Neutral
2024-12-18 19:31:53,Neutral
2024-12-18 19:31:54,Neutral
2024-12-18 19:31:54,Neutral
2024-12-18 19:31:54,Neutral
2024-12-18 19:31:55,Neutral
2024-12-18 19:31:55,Neutral
