Timestamp,Emotion
2024-12-18 19:34:04,Neutral
2024-12-18 19:34:04,Neutral
2024-12-18 19:34:05,Neutral
2024-12-18 19:34:05,Neutral
2024-12-18 19:34:05,Neutral
2024-12-18 19:34:06,Fear
2024-12-18 19:34:06,Neutral
2024-12-18 19:34:06,Neutral
2024-12-18 19:34:06,Neutral
2024-12-18 19:34:07,Happy
2024-12-18 19:34:07,Neutral
2024-12-18 19:34:07,Neutral
2024-12-18 19:34:08,Neutral
2024-12-18 19:34:08,Neutral
2024-12-18 19:34:08,Neutral
2024-12-18 19:34:09,Neutral
2024-12-18 19:34:09,Neutral
2024-12-18 19:34:09,Neutral
2024-12-18 19:34:09,Happy
2024-12-18 19:34:10,Happy
2024-12-18 19:34:10,Happy
2024-12-18 19:34:10,Happy
2024-12-18 19:34:11,Happy
2024-12-18 19:34:11,Happy
2024-12-18 19:34:11,Neutral
2024-12-18 19:34:12,Neutral
2024-12-18 19:34:12,Sad
2024-12-18 19:34:12,Neutral
2024-12-18 19:34:12,Neutral
2024-12-18 19:34:13,Neutral
2024-12-18 19:34:13,Neutral
2024-12-18 19:34:13,Neutral
2024-12-18 19:34:14,Neutral
2024-12-18 19:34:14,Neutral
2024-12-18 19:34:14,Surprise
2024-12-18 19:34:14,Neutral
2024-12-18 19:34:15,Neutral
2024-12-18 19:34:15,Surprise
2024-12-18 19:34:15,Neutral
2024-12-18 19:34:16,Fear
2024-12-18 19:34:16,Sad
2024-12-18 19:34:16,Neutral
2024-12-18 19:34:16,Neutral
2024-12-18 19:34:17,Neutral
2024-12-18 19:34:17,Neutral
2024-12-18 19:34:17,Neutral
2024-12-18 19:34:18,Neutral
2024-12-18 19:34:18,Happy
2024-12-18 19:34:18,Happy
2024-12-18 19:34:18,Happy
2024-12-18 19:34:19,Happy
2024-12-18 19:34:19,Happy
2024-12-18 19:34:19,Happy
2024-12-18 19:34:20,Happy
2024-12-18 19:34:20,Neutral
2024-12-18 19:34:20,Neutral
2024-12-18 19:34:21,Neutral
2024-12-18 19:34:21,Happy
2024-12-18 19:34:21,Neutral
2024-12-18 19:34:21,Neutral
2024-12-18 19:34:22,Neutral
2024-12-18 19:34:22,Happy
2024-12-18 19:34:22,Happy
2024-12-18 19:34:23,Neutral
2024-12-18 19:34:23,Neutral
2024-12-18 19:34:23,Happy
2024-12-18 19:34:24,Happy
2024-12-18 19:34:24,Happy
2024-12-18 19:34:24,Neutral
2024-12-18 19:34:25,Happy
2024-12-18 19:34:25,Neutral
2024-12-18 19:34:25,Neutral
2024-12-18 19:34:25,Neutral
2024-12-18 19:34:26,Happy
2024-12-18 19:34:26,Neutral
2024-12-18 19:34:26,Happy
2024-12-18 19:34:27,Neutral
2024-12-18 19:34:27,Neutral
2024-12-18 19:34:28,Fear
2024-12-18 19:34:28,Neutral
2024-12-18 19:34:29,Neutral
2024-12-18 19:34:29,Neutral
2024-12-18 19:34:29,Neutral
2024-12-18 19:34:30,Neutral
2024-12-18 19:34:30,Neutral
2024-12-18 19:34:30,Neutral
2024-12-18 19:34:31,Happy
2024-12-18 19:34:31,Neutral
2024-12-18 19:34:31,Neutral
2024-12-18 19:34:31,Happy
2024-12-18 19:34:32,Happy
2024-12-18 19:34:32,Happy
2024-12-18 19:34:32,Happy
2024-12-18 19:34:33,Happy
2024-12-18 19:34:33,Happy
2024-12-18 19:34:33,Happy
2024-12-18 19:34:34,Happy
