Timestamp,Emotion
2024-12-17 19:30:45,neutral
2024-12-17 19:30:45,neutral
2024-12-17 19:30:45,neutral
2024-12-17 19:30:46,neutral
2024-12-17 19:30:46,neutral
2024-12-17 19:30:47,neutral
2024-12-17 19:30:47,neutral
2024-12-17 19:30:47,neutral
2024-12-17 19:30:48,neutral
2024-12-17 19:30:48,neutral
2024-12-17 19:30:48,neutral
2024-12-17 19:30:49,neutral
2024-12-17 19:30:49,neutral
2024-12-17 19:30:49,neutral
2024-12-17 19:30:50,neutral
2024-12-17 19:30:50,neutral
2024-12-17 19:30:51,neutral
2024-12-17 19:30:51,neutral
2024-12-17 19:30:51,neutral
2024-12-17 19:30:52,neutral
2024-12-17 19:30:52,happy
2024-12-17 19:30:52,happy
2024-12-17 19:30:53,happy
2024-12-17 19:30:53,happy
2024-12-17 19:30:53,happy
2024-12-17 19:30:54,happy
2024-12-17 19:30:54,happy
2024-12-17 19:30:55,happy
2024-12-17 19:30:55,happy
2024-12-17 19:30:55,happy
2024-12-17 19:30:56,happy
2024-12-17 19:30:56,happy
2024-12-17 19:30:57,happy
2024-12-17 19:30:57,happy
2024-12-17 19:30:57,neutral
2024-12-17 19:30:58,neutral
2024-12-17 19:30:58,neutral
2024-12-17 19:30:58,neutral
2024-12-17 19:30:59,neutral
2024-12-17 19:30:59,neutral
2024-12-17 19:31:00,neutral
2024-12-17 19:31:00,neutral
2024-12-17 19:31:00,neutral
