Timestamp,Emotion
2024-12-17 23:13:25,Neutral
2024-12-17 23:13:25,Neutral
2024-12-17 23:13:25,Neutral
2024-12-17 23:13:25,Neutral
2024-12-17 23:13:26,Neutral
2024-12-17 23:13:26,Neutral
2024-12-17 23:13:26,Neutral
2024-12-17 23:13:27,Neutral
2024-12-17 23:13:27,Happy
2024-12-17 23:13:27,Happy
2024-12-17 23:13:27,Happy
2024-12-17 23:13:28,Happy
2024-12-17 23:13:28,Happy
2024-12-17 23:13:28,Happy
2024-12-17 23:13:29,Happy
2024-12-17 23:13:29,Neutral
2024-12-17 23:13:29,Happy
2024-12-17 23:13:30,Happy
2024-12-17 23:13:30,Happy
2024-12-17 23:13:30,Happy
2024-12-17 23:13:30,Happy
2024-12-17 23:13:31,Happy
2024-12-17 23:13:31,Happy
2024-12-17 23:13:31,Neutral
2024-12-17 23:13:32,Neutral
2024-12-17 23:13:32,Neutral
2024-12-17 23:13:32,Neutral
2024-12-17 23:13:32,Neutral
2024-12-17 23:13:33,Neutral
2024-12-17 23:13:33,Neutral
2024-12-17 23:13:33,Neutral
2024-12-17 23:13:33,Neutral
2024-12-17 23:13:34,Neutral
2024-12-17 23:13:34,Neutral
2024-12-17 23:13:34,Neutral
2024-12-17 23:13:34,Neutral
2024-12-17 23:13:35,Neutral
2024-12-17 23:13:35,Neutral
2024-12-17 23:13:35,Neutral
2024-12-17 23:13:36,Neutral
2024-12-17 23:13:36,Neutral
2024-12-17 23:13:36,Neutral
2024-12-17 23:13:37,Neutral
2024-12-17 23:13:37,Neutral
2024-12-17 23:13:37,Neutral
2024-12-17 23:13:37,Angry
2024-12-17 23:13:38,Neutral
2024-12-17 23:13:38,Sad
2024-12-17 23:13:38,Neutral
2024-12-17 23:13:38,Sad
2024-12-17 23:13:39,Neutral
2024-12-17 23:13:39,Neutral
2024-12-17 23:13:39,Neutral
2024-12-17 23:13:40,Surprise
2024-12-17 23:13:40,Surprise
2024-12-17 23:13:40,Surprise
2024-12-17 23:13:41,Surprise
2024-12-17 23:13:41,Surprise
2024-12-17 23:13:41,Surprise
2024-12-17 23:13:42,Surprise
2024-12-17 23:13:42,Fear
2024-12-17 23:13:42,Fear
2024-12-17 23:13:42,Surprise
2024-12-17 23:13:43,Neutral
2024-12-17 23:13:43,Neutral
2024-12-17 23:13:43,Neutral
2024-12-17 23:13:44,Neutral
2024-12-17 23:13:44,Neutral
2024-12-17 23:13:44,Happy
2024-12-17 23:13:45,Happy
2024-12-17 23:13:45,Happy
2024-12-17 23:13:45,Happy
2024-12-17 23:13:46,Happy
2024-12-17 23:13:46,Happy
2024-12-17 23:13:46,Happy
2024-12-17 23:13:46,Happy
2024-12-17 23:13:47,Sad
2024-12-17 23:13:47,Happy
2024-12-17 23:13:47,Happy
2024-12-17 23:13:48,Happy
2024-12-17 23:13:48,Happy
2024-12-17 23:13:48,Happy
2024-12-17 23:13:49,Happy
2024-12-17 23:13:49,Happy
2024-12-17 23:13:49,Happy
2024-12-17 23:13:49,Happy
