Timestamp,Emotion
2024-12-17 22:10:40,Neutral
2024-12-17 22:10:40,Neutral
2024-12-17 22:10:41,Neutral
2024-12-17 22:10:41,Neutral
2024-12-17 22:10:42,Neutral
2024-12-17 22:10:42,Happy
2024-12-17 22:10:42,Neutral
2024-12-17 22:10:43,Happy
2024-12-17 22:10:43,Happy
2024-12-17 22:10:43,Happy
2024-12-17 22:10:44,Happy
2024-12-17 22:10:44,Neutral
2024-12-17 22:10:44,Happy
2024-12-17 22:10:45,Neutral
2024-12-17 22:10:45,Happy
2024-12-17 22:10:45,Happy
2024-12-17 22:10:46,Happy
2024-12-17 22:10:46,Happy
2024-12-17 22:10:46,Happy
2024-12-17 22:10:47,Happy
2024-12-17 22:10:47,Happy
2024-12-17 22:10:48,Happy
2024-12-17 22:10:48,Sad
2024-12-17 22:10:48,Neutral
2024-12-17 22:10:49,Happy
2024-12-17 22:10:49,Happy
2024-12-17 22:10:49,Neutral
2024-12-17 22:10:50,Neutral
2024-12-17 22:10:50,Neutral
2024-12-17 22:10:50,Neutral
2024-12-17 22:10:51,Neutral
2024-12-17 22:10:51,Neutral
2024-12-17 22:10:52,Neutral
2024-12-17 22:10:52,Neutral
2024-12-17 22:10:52,Neutral
2024-12-17 22:10:53,Neutral
2024-12-17 22:10:53,Neutral
2024-12-17 22:10:53,Neutral
2024-12-17 22:10:54,Neutral
2024-12-17 22:10:54,Neutral
2024-12-17 22:10:55,Neutral
2024-12-17 22:10:55,Surprise
2024-12-17 22:10:55,Surprise
2024-12-17 22:10:56,Neutral
2024-12-17 22:10:56,Neutral
2024-12-17 22:10:56,Neutral
2024-12-17 22:10:57,Neutral
2024-12-17 22:10:57,Fear
2024-12-17 22:10:57,Neutral
2024-12-17 22:10:58,Neutral
2024-12-17 22:10:59,Neutral
2024-12-17 22:11:00,Neutral
2024-12-17 22:11:00,Neutral
2024-12-17 22:11:01,Neutral
2024-12-17 22:11:01,Neutral
2024-12-17 22:11:02,Neutral
2024-12-17 22:11:02,Surprise
2024-12-17 22:11:02,Surprise
2024-12-17 22:11:03,Surprise
2024-12-17 22:11:03,Surprise
2024-12-17 22:11:04,Surprise
2024-12-17 22:11:04,Surprise
2024-12-17 22:11:05,Surprise
2024-12-17 22:11:05,Neutral
2024-12-17 22:11:05,Happy
2024-12-17 22:11:06,Happy
2024-12-17 22:11:06,Happy
2024-12-17 22:11:07,Happy
2024-12-17 22:11:07,Happy
2024-12-17 22:11:07,Happy
2024-12-17 22:11:08,Happy
2024-12-17 22:11:08,Happy
2024-12-17 22:11:08,Happy
