Timestamp,Emotion
2024-12-17 23:52:03,Neutral
2024-12-17 23:52:03,Neutral
2024-12-17 23:52:04,Neutral
2024-12-17 23:52:04,Neutral
2024-12-17 23:52:04,Neutral
2024-12-17 23:52:05,Neutral
2024-12-17 23:52:05,Neutral
2024-12-17 23:52:05,Neutral
2024-12-17 23:52:06,Neutral
2024-12-17 23:52:06,Neutral
2024-12-17 23:52:06,Neutral
2024-12-17 23:52:07,Neutral
2024-12-17 23:52:07,Neutral
2024-12-17 23:52:07,Neutral
2024-12-17 23:52:07,Neutral
2024-12-17 23:52:08,Neutral
2024-12-17 23:52:08,Neutral
2024-12-17 23:52:08,Neutral
2024-12-17 23:52:09,Neutral
2024-12-17 23:52:09,Neutral
2024-12-17 23:52:09,Neutral
2024-12-17 23:52:10,Neutral
2024-12-17 23:52:10,Neutral
2024-12-17 23:52:10,Neutral
2024-12-17 23:52:10,Neutral
2024-12-17 23:52:11,Neutral
2024-12-17 23:52:11,Neutral
2024-12-17 23:52:11,Neutral
2024-12-17 23:52:12,Neutral
2024-12-17 23:52:12,Neutral
2024-12-17 23:52:12,Neutral
2024-12-17 23:52:13,Neutral
2024-12-17 23:52:13,Neutral
2024-12-17 23:52:13,Neutral
2024-12-17 23:52:14,Neutral
2024-12-17 23:52:14,Neutral
2024-12-17 23:52:14,Neutral
2024-12-17 23:52:15,Neutral
2024-12-17 23:52:15,Neutral
2024-12-17 23:52:15,Neutral
2024-12-17 23:52:15,Neutral
2024-12-17 23:52:16,Happy
2024-12-17 23:52:16,Neutral
2024-12-17 23:52:16,Neutral
2024-12-17 23:52:17,Neutral
2024-12-17 23:52:17,Neutral
2024-12-17 23:52:17,Angry
2024-12-17 23:52:18,Neutral
2024-12-17 23:52:18,Neutral
2024-12-17 23:52:18,Neutral
2024-12-17 23:52:19,Neutral
2024-12-17 23:52:19,Neutral
2024-12-17 23:52:19,Neutral
