Timestamp,Emotion
2024-12-19 12:57:29,Angry
2024-12-19 12:57:29,Neutral
2024-12-19 12:57:29,Happy
2024-12-19 12:57:30,Neutral
2024-12-19 12:57:30,Neutral
2024-12-19 12:57:31,Sad
2024-12-19 12:57:31,Neutral
2024-12-19 12:57:31,Neutral
2024-12-19 12:57:32,Happy
2024-12-19 12:57:32,Happy
2024-12-19 12:57:32,Happy
2024-12-19 12:57:33,Sad
2024-12-19 12:57:33,Neutral
2024-12-19 12:57:33,Sad
2024-12-19 12:57:34,Sad
2024-12-19 12:57:34,Sad
2024-12-19 12:57:34,Sad
2024-12-19 12:57:34,Happy
2024-12-19 12:57:35,Sad
2024-12-19 12:57:35,Neutral
2024-12-19 12:57:36,Neutral
2024-12-19 12:57:36,Sad
2024-12-19 12:57:36,Sad
2024-12-19 12:57:37,Sad
2024-12-19 12:57:37,Sad
2024-12-19 12:57:38,Sad
2024-12-19 12:57:38,Sad
2024-12-19 12:57:38,Neutral
2024-12-19 12:57:39,Neutral
2024-12-19 12:57:39,Sad
2024-12-19 12:57:40,Sad
2024-12-19 12:57:40,Neutral
2024-12-19 12:57:41,Neutral
2024-12-19 12:57:42,Neutral
2024-12-19 12:57:43,Sad
