Timestamp,Emotion
2025-02-08 10:24:15,Sad
2025-02-08 10:24:16,Neutral
2025-02-08 10:24:17,Neutral
2025-02-08 10:24:18,Neutral
2025-02-08 10:24:18,Neutral
2025-02-08 10:24:19,Neutral
2025-02-08 10:24:20,Neutral
2025-02-08 10:24:21,Neutral
2025-02-08 10:24:21,Neutral
2025-02-08 10:24:22,Neutral
2025-02-08 10:24:23,Neutral
2025-02-08 10:24:24,Happy
2025-02-08 10:24:24,Neutral
2025-02-08 10:24:25,Fear
2025-02-08 10:24:26,Neutral
2025-02-08 10:24:27,Neutral
2025-02-08 10:24:27,Neutral
2025-02-08 10:24:28,Neutral
2025-02-08 10:24:29,Neutral
2025-02-08 10:24:29,Neutral
2025-02-08 10:24:30,Neutral
2025-02-08 10:24:31,Neutral
2025-02-08 10:24:32,Neutral
2025-02-08 10:24:33,Neutral
2025-02-08 10:24:35,Neutral
2025-02-08 10:24:36,Neutral
2025-02-08 10:24:37,Neutral
