Timestamp,Emotion
2024-12-17 22:42:02,Neutral
2024-12-17 22:42:02,Neutral
2024-12-17 22:42:02,Neutral
2024-12-17 22:42:03,Neutral
2024-12-17 22:42:03,Neutral
2024-12-17 22:42:03,Neutral
2024-12-17 22:42:03,Neutral
2024-12-17 22:42:03,Neutral
2024-12-17 22:42:03,Neutral
2024-12-17 22:42:03,Neutral
2024-12-17 22:42:03,Neutral
2024-12-17 22:42:04,Neutral
2024-12-17 22:42:04,Neutral
2024-12-17 22:42:04,Neutral
2024-12-17 22:42:04,Neutral
2024-12-17 22:42:04,Happy
2024-12-17 22:42:04,Happy
2024-12-17 22:42:04,Happy
2024-12-17 22:42:05,Happy
2024-12-17 22:42:05,Happy
2024-12-17 22:42:05,Happy
2024-12-17 22:42:05,Happy
2024-12-17 22:42:05,Happy
2024-12-17 22:42:05,Happy
2024-12-17 22:42:05,Happy
2024-12-17 22:42:05,Happy
2024-12-17 22:42:06,Happy
2024-12-17 22:42:06,Happy
2024-12-17 22:42:06,Happy
2024-12-17 22:42:06,Happy
2024-12-17 22:42:06,Happy
2024-12-17 22:42:06,Happy
2024-12-17 22:42:06,Happy
2024-12-17 22:42:06,Happy
2024-12-17 22:42:07,Happy
2024-12-17 22:42:07,Happy
2024-12-17 22:42:07,Happy
2024-12-17 22:42:07,Happy
2024-12-17 22:42:07,Happy
2024-12-17 22:42:07,Happy
2024-12-17 22:42:07,Happy
2024-12-17 22:42:08,Sad
2024-12-17 22:42:08,Sad
2024-12-17 22:42:08,Angry
2024-12-17 22:42:08,Angry
2024-12-17 22:42:08,Angry
2024-12-17 22:42:08,Angry
2024-12-17 22:42:08,Sad
2024-12-17 22:42:09,Fear
2024-12-17 22:42:09,Fear
2024-12-17 22:42:09,Fear
2024-12-17 22:42:09,Fear
2024-12-17 22:42:09,Fear
2024-12-17 22:42:09,Fear
2024-12-17 22:42:09,Fear
2024-12-17 22:42:10,Fear
2024-12-17 22:42:10,Fear
2024-12-17 22:42:10,Fear
2024-12-17 22:42:10,Fear
2024-12-17 22:42:10,Fear
2024-12-17 22:42:10,Angry
2024-12-17 22:42:10,Sad
2024-12-17 22:42:10,Neutral
2024-12-17 22:42:11,Neutral
2024-12-17 22:42:11,Neutral
2024-12-17 22:42:11,Neutral
2024-12-17 22:42:11,Neutral
2024-12-17 22:42:11,Neutral
2024-12-17 22:42:11,Neutral
2024-12-17 22:42:11,Happy
2024-12-17 22:42:12,Happy
2024-12-17 22:42:12,Sad
2024-12-17 22:42:12,Happy
2024-12-17 22:42:12,Angry
2024-12-17 22:42:12,Happy
2024-12-17 22:42:12,Happy
2024-12-17 22:42:12,Happy
2024-12-17 22:42:12,Happy
2024-12-17 22:42:13,Happy
2024-12-17 22:42:13,Happy
2024-12-17 22:42:13,Happy
2024-12-17 22:42:13,Happy
2024-12-17 22:42:13,Happy
2024-12-17 22:42:13,Happy
2024-12-17 22:42:13,Happy
2024-12-17 22:42:13,Happy
2024-12-17 22:42:14,Happy
2024-12-17 22:42:14,Neutral
2024-12-17 22:42:14,Happy
2024-12-17 22:42:14,Happy
2024-12-17 22:42:14,Happy
2024-12-17 22:42:14,Happy
2024-12-17 22:42:14,Neutral
2024-12-17 22:42:15,Happy
2024-12-17 22:42:15,Happy
2024-12-17 22:42:15,Neutral
2024-12-17 22:42:15,Happy
2024-12-17 22:42:15,Happy
2024-12-17 22:42:15,Happy
2024-12-17 22:42:15,Happy
2024-12-17 22:42:15,Happy
2024-12-17 22:42:16,Happy
2024-12-17 22:42:16,Neutral
2024-12-17 22:42:16,Neutral
2024-12-17 22:42:16,Angry
2024-12-17 22:42:16,Happy
2024-12-17 22:42:16,Happy
2024-12-17 22:42:16,Neutral
2024-12-17 22:42:16,Happy
2024-12-17 22:42:17,Happy
2024-12-17 22:42:17,Angry
2024-12-17 22:42:17,Angry
2024-12-17 22:42:17,Fear
2024-12-17 22:42:17,Fear
2024-12-17 22:42:17,Neutral
2024-12-17 22:42:17,Neutral
2024-12-17 22:42:18,Happy
2024-12-17 22:42:18,Happy
2024-12-17 22:42:18,Neutral
2024-12-17 22:42:18,Neutral
2024-12-17 22:42:18,Neutral
2024-12-17 22:42:18,Sad
2024-12-17 22:42:18,Neutral
2024-12-17 22:42:18,Sad
2024-12-17 22:42:19,Sad
2024-12-17 22:42:19,Neutral
2024-12-17 22:42:19,Neutral
2024-12-17 22:42:19,Neutral
2024-12-17 22:42:19,Neutral
2024-12-17 22:42:19,Fear
2024-12-17 22:42:19,Neutral
2024-12-17 22:42:19,Neutral
2024-12-17 22:42:20,Neutral
2024-12-17 22:42:20,Neutral
2024-12-17 22:42:20,Neutral
2024-12-17 22:42:20,Neutral
2024-12-17 22:42:20,Neutral
2024-12-17 22:42:20,Surprise
2024-12-17 22:42:20,Fear
2024-12-17 22:42:21,Fear
2024-12-17 22:42:21,Fear
2024-12-17 22:42:21,Fear
2024-12-17 22:42:21,Surprise
2024-12-17 22:42:21,Fear
2024-12-17 22:42:21,Fear
2024-12-17 22:42:21,Fear
2024-12-17 22:42:22,Fear
2024-12-17 22:42:22,Fear
