Timestamp,Emotion
2024-12-18 19:20:03,Neutral
2024-12-18 19:20:04,Neutral
2024-12-18 19:20:04,Neutral
2024-12-18 19:20:04,Neutral
2024-12-18 19:20:05,Neutral
2024-12-18 19:20:05,Neutral
2024-12-18 19:20:05,Happy
2024-12-18 19:20:05,Happy
2024-12-18 19:20:06,Happy
2024-12-18 19:20:06,Happy
2024-12-18 19:20:06,Happy
2024-12-18 19:20:07,Happy
2024-12-18 19:20:07,Happy
2024-12-18 19:20:07,Happy
2024-12-18 19:20:07,Happy
2024-12-18 19:20:08,Happy
2024-12-18 19:20:08,Happy
2024-12-18 19:20:08,Happy
2024-12-18 19:20:09,Happy
2024-12-18 19:20:09,Neutral
2024-12-18 19:20:09,Fear
2024-12-18 19:20:10,Neutral
2024-12-18 19:20:10,Neutral
2024-12-18 19:20:10,Neutral
2024-12-18 19:20:10,Neutral
2024-12-18 19:20:11,Happy
2024-12-18 19:20:11,Fear
2024-12-18 19:20:11,Happy
2024-12-18 19:20:12,Happy
2024-12-18 19:20:12,Neutral
2024-12-18 19:20:12,Happy
2024-12-18 19:20:12,Happy
2024-12-18 19:20:13,Happy
2024-12-18 19:20:13,Happy
2024-12-18 19:20:13,Happy
2024-12-18 19:20:14,Happy
2024-12-18 19:20:14,Happy
2024-12-18 19:20:14,Happy
2024-12-18 19:20:14,Happy
2024-12-18 19:20:15,Happy
2024-12-18 19:20:15,Happy
2024-12-18 19:20:15,Neutral
2024-12-18 19:20:16,Neutral
2024-12-18 19:20:16,Happy
2024-12-18 19:20:16,Neutral
2024-12-18 19:20:17,Neutral
2024-12-18 19:20:17,Neutral
2024-12-18 19:20:18,Happy
2024-12-18 19:20:18,Happy
2024-12-18 19:20:19,Happy
2024-12-18 19:20:19,Happy
2024-12-18 19:20:19,Happy
2024-12-18 19:20:20,Happy
2024-12-18 19:20:20,Happy
2024-12-18 19:20:20,Happy
2024-12-18 19:20:21,Happy
2024-12-18 19:20:21,Happy
2024-12-18 19:20:21,Neutral
2024-12-18 19:20:22,Happy
2024-12-18 19:20:22,Happy
2024-12-18 19:20:22,Happy
2024-12-18 19:20:23,Neutral
2024-12-18 19:20:23,Neutral
2024-12-18 19:20:23,Neutral
2024-12-18 19:20:24,Neutral
2024-12-18 19:20:24,Neutral
2024-12-18 19:20:24,Neutral
2024-12-18 19:20:25,Neutral
2024-12-18 19:20:25,Neutral
2024-12-18 19:20:25,Neutral
2024-12-18 19:20:26,Neutral
2024-12-18 19:20:26,Neutral
2024-12-18 19:20:26,Neutral
2024-12-18 19:20:27,Neutral
2024-12-18 19:20:27,Neutral
