Timestamp,Emotion
2024-12-17 23:28:33,Surprise
2024-12-17 23:28:33,Surprise
2024-12-17 23:28:33,Angry
2024-12-17 23:28:34,Angry
2024-12-17 23:28:34,Neutral
2024-12-17 23:28:34,Neutral
2024-12-17 23:28:35,Neutral
2024-12-17 23:28:35,Neutral
2024-12-17 23:28:35,Sad
2024-12-17 23:28:35,Sad
2024-12-17 23:28:36,Sad
2024-12-17 23:28:36,Sad
2024-12-17 23:28:36,Sad
2024-12-17 23:28:37,Fear
2024-12-17 23:28:37,Neutral
2024-12-17 23:28:37,Fear
2024-12-17 23:28:37,Neutral
2024-12-17 23:28:38,Neutral
2024-12-17 23:28:38,Neutral
2024-12-17 23:28:38,Neutral
2024-12-17 23:28:39,Neutral
2024-12-17 23:28:39,Neutral
2024-12-17 23:28:39,Neutral
2024-12-17 23:28:39,Neutral
2024-12-17 23:28:40,Neutral
2024-12-17 23:28:40,Neutral
2024-12-17 23:28:40,Neutral
2024-12-17 23:28:41,Neutral
2024-12-17 23:28:41,Neutral
2024-12-17 23:28:41,Neutral
2024-12-17 23:28:41,Neutral
2024-12-17 23:28:42,Neutral
2024-12-17 23:28:42,Sad
2024-12-17 23:28:42,Fear
2024-12-17 23:28:43,Neutral
2024-12-17 23:28:43,Neutral
2024-12-17 23:28:43,Neutral
2024-12-17 23:28:44,Neutral
2024-12-17 23:28:44,Neutral
2024-12-17 23:28:44,Neutral
2024-12-17 23:28:44,Neutral
2024-12-17 23:28:45,Neutral
2024-12-17 23:28:45,Fear
2024-12-17 23:28:45,Neutral
2024-12-17 23:28:46,Neutral
2024-12-17 23:28:46,Neutral
2024-12-17 23:28:48,Neutral
